trial_id,experiment_id,source_id,country,state,region,district,latitude,longitude,crop,crop_type,season,year,treatment,product_name,product_category,bio_applied,bio_product_type,bio_dosage_l_ha,control_group,treated_group,soil_organic_carbon,soil_soc,soil_ph,nitrogen_kgha,phosphorus_kgha,potassium_kgha,clay_content_pct,sulphur_ppm,zinc_ppm,boron_ppm,avg_temperature_c,heat_stress_days,cumulative_rainfall_mm,growing_degree_days,humidity_pct,wind_speed_kmh,solar_rad_mj,peak_ndvi,yield,observed_yield_q_acre,baseline_yield,treatment_yield,yield_difference,yield_percentage_change,bio_attributed_lift_q,net_profit_rs,field_id,trial_design,replication_count,source,source_url
TR-2022-UT-00695,EXP-2022-UT-COT-0348,ICAR_SYNGENTA_TRIALS,India,Uttar Pradesh,Indo-Gangetic Plain (Central),Varanasi,25.3176,82.9739,Cotton,Cotton,Kharif,2022,Control (Untreated Check),Untreated Check,Untreated Check,0,Untreated,0.0,1,0,0.69,0.69,8.14,201.5,24.7,239.3,39.6,12.8,1.15,0.29,30.8,6,596.0,2002.0,47.5,7.6,15.2,0.696,10.02,10.02,10.02,10.02,0.0,0.0,0.0,0.0,IND_FIELD_0695,RCBD - 4 Replications,4,ICAR AICRP & Syngenta Multi-Locational Trials,https://icar.org.in
TR-2022-UT-00696,EXP-2022-UT-COT-0348,ICAR_SYNGENTA_TRIALS,India,Uttar Pradesh,Indo-Gangetic Plain (Central),Varanasi,25.3176,82.9739,Cotton,Cotton,Kharif,2022,Syngenta Isabion,Syngenta Isabion,Biostimulant,1,Syngenta Isabion,1.5,0,1,0.69,0.69,8.14,201.5,24.7,239.3,39.6,12.8,1.15,0.29,30.8,6,596.0,2002.0,47.5,7.6,15.2,0.696,11.73,11.73,10.02,11.73,1.71,17.07,1.71,6516.0,IND_FIELD_0696,RCBD - 4 Replications,4,ICAR AICRP & Syngenta Multi-Locational Trials,https://icar.org.in
TR-2023-MA-00697,EXP-2023-MA-CHI-0349,ICAR_SYNGENTA_TRIALS,India,Madhya Pradesh,Madhya Pradesh & Central Belt,Bhopal,23.2599,77.4126,Chickpea (Gram / Chana),Chickpea (Gram / Chana),Rabi,2023,Control (Untreated Check),Untreated Check,Untreated Check,0,Untreated,0.0,1,0,0.39,0.39,7.4,213.0,19.3,347.5,37.3,20.3,0.79,0.47,29.8,3,129.8,1937.0,84.5,11.5,20.5,0.793,7.4,7.4,7.4,7.4,0.0,0.0,0.0,0.0,IND_FIELD_0697,RCBD - 4 Replications,4,ICAR AICRP & Syngenta Multi-Locational Trials,https://icar.org.in
TR-2023-MA-00698,EXP-2023-MA-CHI-0349,ICAR_SYNGENTA_TRIALS,India,Madhya Pradesh,Madhya Pradesh & Central Belt,Bhopal,23.2599,77.4126,Chickpea (Gram / Chana),Chickpea (Gram / Chana),Rabi,2023,Syngenta Isabion,Syngenta Isabion,Biostimulant,1,Syngenta Isabion,1.5,0,1,0.39,0.39,7.4,213.0,19.3,347.5,37.3,20.3,0.79,0.47,29.8,3,129.8,1937.0,84.5,11.5,20.5,0.793,7.72,7.72,7.4,7.72,0.32,4.32,0.32,122.0,IND_FIELD_0698,RCBD - 4 Replications,4,ICAR AICRP & Syngenta Multi-Locational Trials,https://icar.org.in
TR-2024-UT-00699,EXP-2024-UT-TOM-0350,ICAR_SYNGENTA_TRIALS,India,Uttar Pradesh,Indo-Gangetic Plain (Central),Varanasi,25.3176,82.9739,Tomato,Tomato,Annual,2024,Control (Untreated Check),Untreated Check,Untreated Check,0,Untreated,0.0,1,0,0.58,0.58,7.62,234.1,24.9,180.9,26.9,16.5,0.67,0.45,30.8,5,163.4,2002.0,73.5,7.7,16.0,0.645,158.22,158.22,158.22,158.22,0.0,0.0,0.0,0.0,IND_FIELD_0699,RCBD - 4 Replications,4,ICAR AICRP & Syngenta Multi-Locational Trials,https://icar.org.in
TR-2024-UT-00700,EXP-2024-UT-TOM-0350,ICAR_SYNGENTA_TRIALS,India,Uttar Pradesh,Indo-Gangetic Plain (Central),Varanasi,25.3176,82.9739,Tomato,Tomato,Annual,2024,Syngenta Isabion,Syngenta Isabion,Biostimulant,1,Syngenta Isabion,2.5,0,1,0.58,0.58,7.62,234.1,24.9,180.9,26.9,16.5,0.67,0.45,30.8,5,163.4,2002.0,73.5,7.7,16.0,0.645,177.64,177.64,158.22,177.64,19.42,12.27,19.42,87082.0,IND_FIELD_0700,RCBD - 4 Replications,4,ICAR AICRP & Syngenta Multi-Locational Trials,https://icar.org.in
TR-2022-UT-00701,EXP-2022-UT-COT-0351,ICAR_SYNGENTA_TRIALS,India,Uttar Pradesh,Indo-Gangetic Plain (Central),Varanasi,25.3176,82.9739,Cotton,Cotton,Kharif,2022,Control (Untreated Check),Untreated Check,Untreated Check,0,Untreated,0.0,1,0,0.48,0.48,7.52,212.2,22.3,269.7,41.4,14.3,0.82,0.49,28.8,5,755.3,1872.0,60.8,9.4,19.7,0.635,9.26,9.26,9.26,9.26,0.0,0.0,0.0,0.0,IND_FIELD_0701,RCBD - 4 Replications,4,ICAR AICRP & Syngenta Multi-Locational Trials,https://icar.org.in
TR-2022-UT-00702,EXP-2022-UT-COT-0351,ICAR_SYNGENTA_TRIALS,India,Uttar Pradesh,Indo-Gangetic Plain (Central),Varanasi,25.3176,82.9739,Cotton,Cotton,Kharif,2022,Syngenta Isabion,Syngenta Isabion,Biostimulant,1,Syngenta Isabion,1.5,0,1,0.48,0.48,7.52,212.2,22.3,269.7,41.4,14.3,0.82,0.49,28.8,5,755.3,1872.0,60.8,9.4,19.7,0.635,9.62,9.62,9.26,9.62,0.36,3.89,0.36,306.0,IND_FIELD_0702,RCBD - 4 Replications,4,ICAR AICRP & Syngenta Multi-Locational Trials,https://icar.org.in
TR-2023-MA-00703,EXP-2023-MA-RIC-0352,ICAR_SYNGENTA_TRIALS,India,Madhya Pradesh,Madhya Pradesh & Central Belt,Bhopal,23.2599,77.4126,Rice (Paddy),Rice (Paddy),Kharif,2023,Control (Untreated Check),Untreated Check,Untreated Check,0,Untreated,0.0,1,0,0.45,0.45,7.72,214.6,22.3,315.0,25.3,22.1,0.57,0.39,32.4,2,751.3,2106.0,66.8,13.6,22.3,0.695,20.8,20.8,20.8,20.8,0.0,0.0,0.0,0.0,IND_FIELD_0703,RCBD - 4 Replications,4,ICAR AICRP & Syngenta Multi-Locational Trials,https://icar.org.in
TR-2023-MA-00704,EXP-2023-MA-RIC-0352,ICAR_SYNGENTA_TRIALS,India,Madhya Pradesh,Madhya Pradesh & Central Belt,Bhopal,23.2599,77.4126,Rice (Paddy),Rice (Paddy),Kharif,2023,Syngenta Quantis,Syngenta Quantis,Biostimulant,1,Syngenta Quantis,2.0,0,1,0.45,0.45,7.72,214.6,22.3,315.0,25.3,22.1,0.57,0.39,32.4,2,751.3,2106.0,66.8,13.6,22.3,0.695,23.99,23.99,20.8,23.99,3.19,15.34,3.19,12874.0,IND_FIELD_0704,RCBD - 4 Replications,4,ICAR AICRP & Syngenta Multi-Locational Trials,https://icar.org.in
TR-2022-TE-00705,EXP-2022-TE-MUS-0353,ICAR_SYNGENTA_TRIALS,India,Telangana,Telangana & Andhra (Krishna Basin),Warangal,17.9689,79.5941,Mustard / Rapeseed,Mustard / Rapeseed,Rabi,2022,Control (Untreated Check),Untreated Check,Untreated Check,0,Untreated,0.0,1,0,0.59,0.59,6.84,237.0,20.5,264.5,34.4,17.9,0.79,0.69,23.2,3,257.3,1508.0,70.2,7.2,18.4,0.546,7.45,7.45,7.45,7.45,0.0,0.0,0.0,0.0,IND_FIELD_0705,RCBD - 4 Replications,4,ICAR AICRP & Syngenta Multi-Locational Trials,https://icar.org.in
TR-2022-TE-00706,EXP-2022-TE-MUS-0353,ICAR_SYNGENTA_TRIALS,India,Telangana,Telangana & Andhra (Krishna Basin),Warangal,17.9689,79.5941,Mustard / Rapeseed,Mustard / Rapeseed,Rabi,2022,Syngenta Quantis,Syngenta Quantis,Biostimulant,1,Syngenta Quantis,1.5,0,1,0.59,0.59,6.84,237.0,20.5,264.5,34.4,17.9,0.79,0.69,23.2,3,257.3,1508.0,70.2,7.2,18.4,0.546,8.37,8.37,7.45,8.37,0.92,12.35,0.92,2882.0,IND_FIELD_0706,RCBD - 4 Replications,4,ICAR AICRP & Syngenta Multi-Locational Trials,https://icar.org.in
TR-2025-UT-00707,EXP-2025-UT-SOY-0354,ICAR_SYNGENTA_TRIALS,India,Uttar Pradesh,Indo-Gangetic Plain (Central),Varanasi,25.3176,82.9739,Soybean,Soybean,Kharif,2025,Control (Untreated Check),Untreated Check,Untreated Check,0,Untreated,0.0,1,0,0.47,0.47,7.94,248.7,22.3,186.6,19.9,14.4,0.94,0.39,32.8,3,597.8,2132.0,75.2,10.4,17.2,0.715,10.84,10.84,10.84,10.84,0.0,0.0,0.0,0.0,IND_FIELD_0707,RCBD - 4 Replications,4,ICAR AICRP & Syngenta Multi-Locational Trials,https://icar.org.in
TR-2025-UT-00708,EXP-2025-UT-SOY-0354,ICAR_SYNGENTA_TRIALS,India,Uttar Pradesh,Indo-Gangetic Plain (Central),Varanasi,25.3176,82.9739,Soybean,Soybean,Kharif,2025,Syngenta Quantis,Syngenta Quantis,Biostimulant,1,Syngenta Quantis,2.0,0,1,0.47,0.47,7.94,248.7,22.3,186.6,19.9,14.4,0.94,0.39,32.8,3,597.8,2132.0,75.2,10.4,17.2,0.715,11.25,11.25,10.84,11.25,0.41,3.78,0.41,86.0,IND_FIELD_0708,RCBD - 4 Replications,4,ICAR AICRP & Syngenta Multi-Locational Trials,https://icar.org.in
TR-2024-MA-00709,EXP-2024-MA-CHI-0355,ICAR_SYNGENTA_TRIALS,India,Madhya Pradesh,Madhya Pradesh & Central Belt,Bhopal,23.2599,77.4126,Chickpea (Gram / Chana),Chickpea (Gram / Chana),Rabi,2024,Control (Untreated Check),Untreated Check,Untreated Check,0,Untreated,0.0,1,0,0.62,0.62,7.66,242.5,24.3,328.8,29.5,12.1,1.16,0.25,26.3,7,186.3,1709.5,62.7,6.2,18.3,0.732,6.49,6.49,6.49,6.49,0.0,0.0,0.0,0.0,IND_FIELD_0709,RCBD - 4 Replications,4,ICAR AICRP & Syngenta Multi-Locational Trials,https://icar.org.in
TR-2024-MA-00710,EXP-2024-MA-CHI-0355,ICAR_SYNGENTA_TRIALS,India,Madhya Pradesh,Madhya Pradesh & Central Belt,Bhopal,23.2599,77.4126,Chickpea (Gram / Chana),Chickpea (Gram / Chana),Rabi,2024,Syngenta Isabion,Syngenta Isabion,Biostimulant,1,Syngenta Isabion,1.5,0,1,0.62,0.62,7.66,242.5,24.3,328.8,29.5,12.1,1.16,0.25,26.3,7,186.3,1709.5,62.7,6.2,18.3,0.732,7.77,7.77,6.49,7.77,1.28,19.72,1.28,4538.0,IND_FIELD_0710,RCBD - 4 Replications,4,ICAR AICRP & Syngenta Multi-Locational Trials,https://icar.org.in
TR-2023-UT-00711,EXP-2023-UT-SOY-0356,ICAR_SYNGENTA_TRIALS,India,Uttar Pradesh,Indo-Gangetic Plain (Central),Varanasi,25.3176,82.9739,Soybean,Soybean,Kharif,2023,Control (Untreated Check),Untreated Check,Untreated Check,0,Untreated,0.0,1,0,0.3,0.3,7.19,238.0,34.2,259.6,39.4,16.5,0.98,0.33,28.1,2,730.9,1826.5,73.3,12.2,18.1,0.621,12.26,12.26,12.26,12.26,0.0,0.0,0.0,0.0,IND_FIELD_0711,RCBD - 4 Replications,4,ICAR AICRP & Syngenta Multi-Locational Trials,https://icar.org.in
TR-2023-UT-00712,EXP-2023-UT-SOY-0356,ICAR_SYNGENTA_TRIALS,India,Uttar Pradesh,Indo-Gangetic Plain (Central),Varanasi,25.3176,82.9739,Soybean,Soybean,Kharif,2023,Syngenta Quantis,Syngenta Quantis,Biostimulant,1,Syngenta Quantis,2.0,0,1,0.3,0.3,7.19,238.0,34.2,259.6,39.4,16.5,0.98,0.33,28.1,2,730.9,1826.5,73.3,12.2,18.1,0.621,12.57,12.57,12.26,12.57,0.31,2.53,0.31,-374.0,IND_FIELD_0712,RCBD - 4 Replications,4,ICAR AICRP & Syngenta Multi-Locational Trials,https://icar.org.in
TR-2023-PU-00713,EXP-2023-PU-TOM-0357,ICAR_SYNGENTA_TRIALS,India,Punjab,Punjab & Haryana (Indo-Gangetic),Ludhiana,30.901,75.8573,Tomato,Tomato,Annual,2023,Control (Untreated Check),Untreated Check,Untreated Check,0,Untreated,0.0,1,0,0.35,0.35,7.9,224.6,28.0,225.5,40.2,15.7,0.56,0.48,36.6,4,91.8,2379.0,72.0,5.8,17.9,0.77,144.31,144.31,144.31,144.31,0.0,0.0,0.0,0.0,IND_FIELD_0713,RCBD - 4 Replications,4,ICAR AICRP & Syngenta Multi-Locational Trials,https://icar.org.in
TR-2023-PU-00714,EXP-2023-PU-TOM-0357,ICAR_SYNGENTA_TRIALS,India,Punjab,Punjab & Haryana (Indo-Gangetic),Ludhiana,30.901,75.8573,Tomato,Tomato,Annual,2023,Syngenta Isabion,Syngenta Isabion,Biostimulant,1,Syngenta Isabion,2.5,0,1,0.35,0.35,7.9,224.6,28.0,225.5,40.2,15.7,0.56,0.48,36.6,4,91.8,2379.0,72.0,5.8,17.9,0.77,163.56,163.56,144.31,163.56,19.25,13.34,19.25,86300.0,IND_FIELD_0714,RCBD - 4 Replications,4,ICAR AICRP & Syngenta Multi-Locational Trials,https://icar.org.in
TR-2024-UT-00715,EXP-2024-UT-RIC-0358,ICAR_SYNGENTA_TRIALS,India,Uttar Pradesh,Indo-Gangetic Plain (Central),Varanasi,25.3176,82.9739,Rice (Paddy),Rice (Paddy),Kharif,2024,Control (Untreated Check),Untreated Check,Untreated Check,0,Untreated,0.0,1,0,0.54,0.54,7.93,205.6,25.8,262.4,23.6,10.5,0.46,0.48,32.5,5,667.9,2112.5,53.1,6.3,19.5,0.598,22.48,22.48,22.48,22.48,0.0,0.0,0.0,0.0,IND_FIELD_0715,RCBD - 4 Replications,4,ICAR AICRP & Syngenta Multi-Locational Trials,https://icar.org.in
TR-2024-UT-00716,EXP-2024-UT-RIC-0358,ICAR_SYNGENTA_TRIALS,India,Uttar Pradesh,Indo-Gangetic Plain (Central),Varanasi,25.3176,82.9739,Rice (Paddy),Rice (Paddy),Kharif,2024,Syngenta Quantis,Syngenta Quantis,Biostimulant,1,Syngenta Quantis,2.0,0,1,0.54,0.54,7.93,205.6,25.8,262.4,23.6,10.5,0.46,0.48,32.5,5,667.9,2112.5,53.1,6.3,19.5,0.598,25.0,25.0,22.48,25.0,2.52,11.21,2.52,9792.0,IND_FIELD_0716,RCBD - 4 Replications,4,ICAR AICRP & Syngenta Multi-Locational Trials,https://icar.org.in
TR-2024-KA-00717,EXP-2024-KA-TUR-0359,ICAR_SYNGENTA_TRIALS,India,Karnataka,Karnataka (Deccan Plateau),Dharwad,15.4589,75.0078,Tur / Pigeon Pea (Arhar),Tur / Pigeon Pea (Arhar),Kharif,2024,Control (Untreated Check),Untreated Check,Untreated Check,0,Untreated,0.0,1,0,0.66,0.66,7.11,261.7,26.8,261.5,35.8,12.8,0.85,0.52,27.1,1,611.1,1761.5,72.7,13.2,21.4,0.592,8.48,8.48,8.48,8.48,0.0,0.0,0.0,0.0,IND_FIELD_0717,RCBD - 4 Replications,4,ICAR AICRP & Syngenta Multi-Locational Trials,https://icar.org.in
TR-2024-KA-00718,EXP-2024-KA-TUR-0359,ICAR_SYNGENTA_TRIALS,India,Karnataka,Karnataka (Deccan Plateau),Dharwad,15.4589,75.0078,Tur / Pigeon Pea (Arhar),Tur / Pigeon Pea (Arhar),Kharif,2024,Syngenta Quantis,Syngenta Quantis,Biostimulant,1,Syngenta Quantis,2.0,0,1,0.66,0.66,7.11,261.7,26.8,261.5,35.8,12.8,0.85,0.52,27.1,1,611.1,1761.5,72.7,13.2,21.4,0.592,8.86,8.86,8.48,8.86,0.38,4.48,0.38,-52.0,IND_FIELD_0718,RCBD - 4 Replications,4,ICAR AICRP & Syngenta Multi-Locational Trials,https://icar.org.in
TR-2025-KA-00719,EXP-2025-KA-CHI-0360,ICAR_SYNGENTA_TRIALS,India,Karnataka,Karnataka (Deccan Plateau),Dharwad,15.4589,75.0078,Chickpea (Gram / Chana),Chickpea (Gram / Chana),Rabi,2025,Control (Untreated Check),Untreated Check,Untreated Check,0,Untreated,0.0,1,0,0.64,0.64,6.65,232.4,31.7,283.5,22.7,16.1,1.03,0.54,30.6,4,30.0,1989.0,53.6,10.7,19.5,0.614,7.33,7.33,7.33,7.33,0.0,0.0,0.0,0.0,IND_FIELD_0719,RCBD - 4 Replications,4,ICAR AICRP & Syngenta Multi-Locational Trials,https://icar.org.in
TR-2025-KA-00720,EXP-2025-KA-CHI-0360,ICAR_SYNGENTA_TRIALS,India,Karnataka,Karnataka (Deccan Plateau),Dharwad,15.4589,75.0078,Chickpea (Gram / Chana),Chickpea (Gram / Chana),Rabi,2025,Syngenta Isabion,Syngenta Isabion,Biostimulant,1,Syngenta Isabion,1.5,0,1,0.64,0.64,6.65,232.4,31.7,283.5,22.7,16.1,1.03,0.54,30.6,4,30.0,1989.0,53.6,10.7,19.5,0.614,8.62,8.62,7.33,8.62,1.29,17.6,1.29,4584.0,IND_FIELD_0720,RCBD - 4 Replications,4,ICAR AICRP & Syngenta Multi-Locational Trials,https://icar.org.in
TR-2025-PU-00721,EXP-2025-PU-COT-0361,ICAR_SYNGENTA_TRIALS,India,Punjab,Punjab & Haryana (Indo-Gangetic),Ludhiana,30.901,75.8573,Cotton,Cotton,Kharif,2025,Control (Untreated Check),Untreated Check,Untreated Check,0,Untreated,0.0,1,0,0.28,0.28,8.49,170.5,25.1,249.1,46.7,13.9,1.28,0.56,27.4,3,624.1,1781.0,63.4,12.4,17.5,0.652,11.62,11.62,11.62,11.62,0.0,0.0,0.0,0.0,IND_FIELD_0721,RCBD - 4 Replications,4,ICAR AICRP & Syngenta Multi-Locational Trials,https://icar.org.in
TR-2025-PU-00722,EXP-2025-PU-COT-0361,ICAR_SYNGENTA_TRIALS,India,Punjab,Punjab & Haryana (Indo-Gangetic),Ludhiana,30.901,75.8573,Cotton,Cotton,Kharif,2025,Syngenta Isabion,Syngenta Isabion,Biostimulant,1,Syngenta Isabion,1.5,0,1,0.28,0.28,8.49,170.5,25.1,249.1,46.7,13.9,1.28,0.56,27.4,3,624.1,1781.0,63.4,12.4,17.5,0.652,13.69,13.69,11.62,13.69,2.07,17.81,2.07,8172.0,IND_FIELD_0722,RCBD - 4 Replications,4,ICAR AICRP & Syngenta Multi-Locational Trials,https://icar.org.in
TR-2022-TE-00723,EXP-2022-TE-SOY-0362,ICAR_SYNGENTA_TRIALS,India,Telangana,Telangana & Andhra (Krishna Basin),Warangal,17.9689,79.5941,Soybean,Soybean,Kharif,2022,Control (Untreated Check),Untreated Check,Untreated Check,0,Untreated,0.0,1,0,0.57,0.57,7.23,236.2,14.1,318.9,32.6,8.0,0.66,0.49,28.3,1,868.9,1839.5,70.4,7.1,19.1,0.655,10.2,10.2,10.2,10.2,0.0,0.0,0.0,0.0,IND_FIELD_0723,RCBD - 4 Replications,4,ICAR AICRP & Syngenta Multi-Locational Trials,https://icar.org.in
TR-2022-TE-00724,EXP-2022-TE-SOY-0362,ICAR_SYNGENTA_TRIALS,India,Telangana,Telangana & Andhra (Krishna Basin),Warangal,17.9689,79.5941,Soybean,Soybean,Kharif,2022,Syngenta Quantis,Syngenta Quantis,Biostimulant,1,Syngenta Quantis,2.0,0,1,0.57,0.57,7.23,236.2,14.1,318.9,32.6,8.0,0.66,0.49,28.3,1,868.9,1839.5,70.4,7.1,19.1,0.655,11.12,11.12,10.2,11.12,0.92,9.02,0.92,2432.0,IND_FIELD_0724,RCBD - 4 Replications,4,ICAR AICRP & Syngenta Multi-Locational Trials,https://icar.org.in
TR-2024-MA-00725,EXP-2024-MA-CHI-0363,ICAR_SYNGENTA_TRIALS,India,Madhya Pradesh,Madhya Pradesh & Central Belt,Bhopal,23.2599,77.4126,Chickpea (Gram / Chana),Chickpea (Gram / Chana),Rabi,2024,Control (Untreated Check),Untreated Check,Untreated Check,0,Untreated,0.0,1,0,0.7,0.7,7.76,215.2,33.0,323.1,26.2,19.8,1.27,0.55,27.0,9,138.6,1755.0,67.4,8.4,21.9,0.629,5.84,5.84,5.84,5.84,0.0,0.0,0.0,0.0,IND_FIELD_0725,RCBD - 4 Replications,4,ICAR AICRP & Syngenta Multi-Locational Trials,https://icar.org.in
TR-2024-MA-00726,EXP-2024-MA-CHI-0363,ICAR_SYNGENTA_TRIALS,India,Madhya Pradesh,Madhya Pradesh & Central Belt,Bhopal,23.2599,77.4126,Chickpea (Gram / Chana),Chickpea (Gram / Chana),Rabi,2024,Syngenta Isabion,Syngenta Isabion,Biostimulant,1,Syngenta Isabion,1.5,0,1,0.7,0.7,7.76,215.2,33.0,323.1,26.2,19.8,1.27,0.55,27.0,9,138.6,1755.0,67.4,8.4,21.9,0.629,7.85,7.85,5.84,7.85,2.01,34.42,2.01,7896.0,IND_FIELD_0726,RCBD - 4 Replications,4,ICAR AICRP & Syngenta Multi-Locational Trials,https://icar.org.in
TR-2023-PU-00727,EXP-2023-PU-SUG-0364,ICAR_SYNGENTA_TRIALS,India,Punjab,Punjab & Haryana (Indo-Gangetic),Ludhiana,30.901,75.8573,Sugarcane,Sugarcane,Annual,2023,Control (Untreated Check),Untreated Check,Untreated Check,0,Untreated,0.0,1,0,0.52,0.52,7.38,146.7,16.3,189.5,24.0,14.2,0.52,0.56,27.3,4,300.2,1774.5,82.8,5.8,21.5,0.679,309.73,309.73,309.73,309.73,0.0,0.0,0.0,0.0,IND_FIELD_0727,RCBD - 4 Replications,4,ICAR AICRP & Syngenta Multi-Locational Trials,https://icar.org.in
TR-2023-PU-00728,EXP-2023-PU-SUG-0364,ICAR_SYNGENTA_TRIALS,India,Punjab,Punjab & Haryana (Indo-Gangetic),Ludhiana,30.901,75.8573,Sugarcane,Sugarcane,Annual,2023,Syngenta CropBio+,Syngenta CropBio+,Biostimulant,1,Syngenta CropBio+,3.0,0,1,0.52,0.52,7.38,146.7,16.3,189.5,24.0,14.2,0.52,0.56,27.3,4,300.2,1774.5,82.8,5.8,21.5,0.679,349.69,349.69,309.73,349.69,39.96,12.9,39.96,181116.0,IND_FIELD_0728,RCBD - 4 Replications,4,ICAR AICRP & Syngenta Multi-Locational Trials,https://icar.org.in
TR-2024-GU-00729,EXP-2024-GU-TUR-0365,ICAR_SYNGENTA_TRIALS,India,Gujarat,Gujarat & Saurashtra Plain,Rajkot,22.3039,70.8022,Tur / Pigeon Pea (Arhar),Tur / Pigeon Pea (Arhar),Kharif,2024,Control (Untreated Check),Untreated Check,Untreated Check,0,Untreated,0.0,1,0,0.43,0.43,8.05,201.2,17.7,331.3,36.4,14.4,0.53,0.49,25.8,2,626.2,1677.0,72.7,9.7,17.8,0.693,7.15,7.15,7.15,7.15,0.0,0.0,0.0,0.0,IND_FIELD_0729,RCBD - 4 Replications,4,ICAR AICRP & Syngenta Multi-Locational Trials,https://icar.org.in
TR-2024-GU-00730,EXP-2024-GU-TUR-0365,ICAR_SYNGENTA_TRIALS,India,Gujarat,Gujarat & Saurashtra Plain,Rajkot,22.3039,70.8022,Tur / Pigeon Pea (Arhar),Tur / Pigeon Pea (Arhar),Kharif,2024,Syngenta Quantis,Syngenta Quantis,Biostimulant,1,Syngenta Quantis,2.0,0,1,0.43,0.43,8.05,201.2,17.7,331.3,36.4,14.4,0.53,0.49,25.8,2,626.2,1677.0,72.7,9.7,17.8,0.693,7.71,7.71,7.15,7.71,0.56,7.83,0.56,776.0,IND_FIELD_0730,RCBD - 4 Replications,4,ICAR AICRP & Syngenta Multi-Locational Trials,https://icar.org.in
TR-2022-GU-00731,EXP-2022-GU-GRO-0366,ICAR_SYNGENTA_TRIALS,India,Gujarat,Gujarat & Saurashtra Plain,Rajkot,22.3039,70.8022,Groundnut (Peanut),Groundnut (Peanut),Kharif,2022,Control (Untreated Check),Untreated Check,Untreated Check,0,Untreated,0.0,1,0,0.48,0.48,7.55,198.2,21.8,397.0,32.2,12.7,1.04,0.63,26.6,7,600.5,1729.0,62.7,11.7,14.9,0.696,8.65,8.65,8.65,8.65,0.0,0.0,0.0,0.0,IND_FIELD_0731,RCBD - 4 Replications,4,ICAR AICRP & Syngenta Multi-Locational Trials,https://icar.org.in
TR-2022-GU-00732,EXP-2022-GU-GRO-0366,ICAR_SYNGENTA_TRIALS,India,Gujarat,Gujarat & Saurashtra Plain,Rajkot,22.3039,70.8022,Groundnut (Peanut),Groundnut (Peanut),Kharif,2022,Syngenta Isabion,Syngenta Isabion,Biostimulant,1,Syngenta Isabion,1.5,0,1,0.48,0.48,7.55,198.2,21.8,397.0,32.2,12.7,1.04,0.63,26.6,7,600.5,1729.0,62.7,11.7,14.9,0.696,9.73,9.73,8.65,9.73,1.08,12.49,1.08,3618.0,IND_FIELD_0732,RCBD - 4 Replications,4,ICAR AICRP & Syngenta Multi-Locational Trials,https://icar.org.in
TR-2025-MA-00733,EXP-2025-MA-GRO-0367,ICAR_SYNGENTA_TRIALS,India,Maharashtra,Maharashtra & Vidarbha (Deccan),Nagpur,21.1458,79.0882,Groundnut (Peanut),Groundnut (Peanut),Kharif,2025,Control (Untreated Check),Untreated Check,Untreated Check,0,Untreated,0.0,1,0,0.52,0.52,7.59,173.2,22.2,335.9,28.6,14.1,1.38,0.69,32.0,3,440.4,2080.0,61.2,8.2,13.8,0.599,8.83,8.83,8.83,8.83,0.0,0.0,0.0,0.0,IND_FIELD_0733,RCBD - 4 Replications,4,ICAR AICRP & Syngenta Multi-Locational Trials,https://icar.org.in
TR-2025-MA-00734,EXP-2025-MA-GRO-0367,ICAR_SYNGENTA_TRIALS,India,Maharashtra,Maharashtra & Vidarbha (Deccan),Nagpur,21.1458,79.0882,Groundnut (Peanut),Groundnut (Peanut),Kharif,2025,Syngenta Isabion,Syngenta Isabion,Biostimulant,1,Syngenta Isabion,1.5,0,1,0.52,0.52,7.59,173.2,22.2,335.9,28.6,14.1,1.38,0.69,32.0,3,440.4,2080.0,61.2,8.2,13.8,0.599,9.8,9.8,8.83,9.8,0.97,10.99,0.97,3112.0,IND_FIELD_0734,RCBD - 4 Replications,4,ICAR AICRP & Syngenta Multi-Locational Trials,https://icar.org.in
TR-2024-MA-00735,EXP-2024-MA-RIC-0368,ICAR_SYNGENTA_TRIALS,India,Maharashtra,Maharashtra & Vidarbha (Deccan),Nagpur,21.1458,79.0882,Rice (Paddy),Rice (Paddy),Kharif,2024,Control (Untreated Check),Untreated Check,Untreated Check,0,Untreated,0.0,1,0,0.56,0.56,7.41,142.4,9.2,289.2,25.8,13.4,0.65,0.59,27.8,6,681.1,1807.0,66.0,10.0,19.7,0.698,20.17,20.17,20.17,20.17,0.0,0.0,0.0,0.0,IND_FIELD_0735,RCBD - 4 Replications,4,ICAR AICRP & Syngenta Multi-Locational Trials,https://icar.org.in
TR-2024-MA-00736,EXP-2024-MA-RIC-0368,ICAR_SYNGENTA_TRIALS,India,Maharashtra,Maharashtra & Vidarbha (Deccan),Nagpur,21.1458,79.0882,Rice (Paddy),Rice (Paddy),Kharif,2024,Syngenta Quantis,Syngenta Quantis,Biostimulant,1,Syngenta Quantis,2.0,0,1,0.56,0.56,7.41,142.4,9.2,289.2,25.8,13.4,0.65,0.59,27.8,6,681.1,1807.0,66.0,10.0,19.7,0.698,22.6,22.6,20.17,22.6,2.43,12.05,2.43,9378.0,IND_FIELD_0736,RCBD - 4 Replications,4,ICAR AICRP & Syngenta Multi-Locational Trials,https://icar.org.in
